,unit,SH_r2,SI_r2,SL_r2,final_r2,probe,session,SH_rate,SI_rate,SL_rate,total_rate,presence_ratio,amplitude_cutoff,isi_violations,rf_x,rf_y,cell_type,layer
30,84,0.0,0.0,0.007806037526609066,0.0,probeA,771160300,1.274705751721075,1.6520997655084204,1.3756780127348478,1.46687870304271,0.99,0.00465969983847473,0.141091717829064,1,4,RS,L4
31,85,0.011088902796623801,0.0,0.0,0.04053140525724537,probeA,771160300,9.192390258346288,7.830597598237761,5.405759505279983,4.6144715467887,0.99,0.0542901357759436,0.076634521747988,2,5,RS,L4
32,86,0.020392817428255605,0.0,0.0,0.010520168720160239,probeA,771160300,2.114146124805685,2.138847438357138,2.3871288944789457,1.65681965051014,0.99,0.0374975469370157,0.235016518548264,1,4,RS,L4
33,91,0.007123045871587142,0.03068045554320069,0.0,0.024208068585336574,probeA,771160300,31.6055962691539,25.49740638101329,23.108770274873567,23.1881852626763,0.99,9.65622978915165e-06,0.0,2,5,FS,L23
34,97,0.0,0.005884525359368365,0.0,0.010295825477013798,probeA,771160300,2.0090310163594642,1.1138350031976125,1.4909729318973874,1.42799953255897,0.99,0.000986464037347691,0.0372197803505903,7,3,RS,L23
35,109,0.02431631511944481,0.01015059036686139,0.015762463585092125,0.07541256027843805,probeA,771160300,4.121696646679991,1.3678675477865416,1.349474622016089,1.84544437606015,0.99,1.41977572837598e-05,0.345429731837969,1,5,RS,L23
36,110,0.015655009089286676,0.0,0.007280988553518264,0.011612378120992384,probeA,771160300,2.0845362351025245,1.897250053293541,1.640332258994314,2.2822275569634,0.99,0.000118745785898469,0.0510011643115675,1,3,RS,L23
37,118,0.0,0.0,0.0,0.017617658881402255,probeA,771160300,3.9114664297875494,2.241881617281319,2.960983151219768,3.45589251594125,0.99,0.0250583380627359,0.320923013091339,7,1,RS,L23
38,135,0.008139659022663536,0.028657154777519667,0.0471197442105481,0.030317985290189142,probeA,771160300,9.905988600192465,10.237689192069922,7.669732463380762,9.20363113362704,0.99,0.000214068509655145,0.000448003628693995,1,7,RS,L23
39,143,0.0,0.0,0.015606045061801877,0.008742758950078432,probeA,771160300,3.3888518765267603,3.215376962978754,4.457196761260907,3.19366061085562,0.99,0.000960065873828164,0.0260447658215776,1,7,RS,L23
40,147,0.030813871497938482,0.029820093171035865,0.03463276094605119,0.03503875778828651,probeA,771160300,17.653416241024505,16.174589639735665,16.05743783245552,17.2751089225948,0.99,0.0482603202435969,0.0129705539302879,2,3,FS,L23
41,150,0.0,0.03963177157065809,0.0,0.07362094924377058,probeA,771160300,5.107705973795248,2.234775811838272,1.9416712522600426,2.39815633353601,0.99,0.0152089269829044,0.19135638449214,2,5,RS,L23
42,153,0.01681518352743334,0.017308108982707716,0.008803576382295186,0.02031618219812741,probeA,771160300,3.180102154119476,2.677112200667946,2.159159395225742,2.10301888051492,0.99,0.0450193916885436,0.111546757270975,2,5,RS,L23
0,3,0.0,0.0,0.0,0.08878989879713957,probeC,774875821,11.402496745947227,4.424159588662176,2.252990830145139,6.84223404094725,0.98,0.0853152174652972,0.248014926541263,4,4,FS,L56
1,5,0.0,0.010354645661384398,0.0,0.0,probeC,774875821,9.800615311797422,8.62540271404862,8.137487095402928,8.13214575675586,0.99,0.000147001921058633,0.000581235676228821,3,5,RS,L56
2,6,0.0057796862575599794,0.025360788748722208,0.02092050928068545,0.025621013153172535,probeC,774875821,7.309785824162822,6.563832210615381,4.144652942248133,3.59684159711841,0.99,0.000829064675695949,0.00297111832097537,3,5,RS,L56
3,16,0.0,0.01581331545597999,0.0,0.05156878559654463,probeC,774875821,9.945568571766655,5.517589247941684,4.4027448837068075,3.24939201108251,0.99,0.00962088929344023,0.371328708141933,2,4,RS,L56
4,26,0.0,0.057175987816098714,0.0,0.33376591794172106,probeC,774875821,26.530883919062834,7.198411923590095,4.3207627375964055,10.1068038969924,0.99,0.0100370899699994,0.0413930643429643,2,5,FS,L56
5,34,0.00946513343093689,0.0,0.0,0.10459061840535402,probeC,774875821,6.869009584664537,2.8539815809170492,1.7003704378453879,4.09289048957875,0.99,0.0370731069554439,0.17438772599709,7,4,RS,L56
6,35,0.006324109114163945,0.0,0.0,0.029447646448557196,probeC,774875821,4.110460300556148,2.0534348660874095,1.3845873565312443,2.41235437199602,0.99,0.00563864982383425,0.19154832497577,4,4,RS,L56
7,38,0.0,0.0,0.0,0.0,probeC,774875821,6.314341498047569,4.284226626313906,3.579887046820915,2.63386886604488,0.98,0.00232705702694032,0.426743057223051,1,4,FS,L56
8,44,0.0,0.0,0.0,0.013506587589618712,probeC,774875821,2.9892912081410485,3.220085261479385,1.648752049553653,2.94019469647264,0.99,0.0383389705755454,0.244553048782928,2,4,RS,L56
9,48,0.0076162558848906995,0.0,0.0,0.01275834892292338,probeC,774875821,4.051295704650338,3.7196133945133267,2.547519280986215,1.83518605139092,0.99,0.0281705182055108,0.376631215853773,3,4,RS,L56
10,49,0.0,0.0,0.0,0.020013132374944464,probeC,774875821,25.563542776002844,17.120635230563963,14.316511811501792,14.4531028656428,0.99,0.00278016534210141,0.0342257779647701,3,5,FS,L56
11,53,0.0,0.0,0.0,0.0,probeC,774875821,6.4681694474026745,5.803963682514889,5.450294528450842,6.7459367678399,0.99,0.00236682696633428,0.00422326218606896,4,4,RS,L56
12,56,0.0,0.0,0.0,0.0,probeC,774875821,35.631877884274054,20.79631618340981,25.144227849638675,18.8818544515225,0.99,4.05589750603545e-05,0.0,1,5,FS,L56
13,57,0.0,0.008943892789723584,0.0,0.027294627997447595,probeC,774875821,11.773754585256183,10.85456734680595,7.6911398554685135,5.65282427151267,0.99,0.0129582389230621,0.143145784636923,2,2,RS,L56
14,58,0.0,0.0,0.0,0.025294663034940167,probeC,774875821,18.68713761685008,14.203195678349443,9.676929616809376,9.75248325952069,0.99,0.0131151803605542,0.193987337371697,4,4,RS,L56
15,60,0.0,0.0,0.0,0.016457787771543185,probeC,774875821,11.767838125665603,9.723713755735625,6.066678812169795,7.87002027213137,0.99,0.000832356046383798,0.00806778325004252,3,5,RS,L56
16,61,0.020271409586977464,0.011226912711207926,0.01371386328723414,0.04640638979540779,probeC,774875821,5.809963317950539,4.782127631878682,2.729701827898221,2.75775289790184,0.99,0.00122750369965661,0.055596129465528,4,5,RS,L56
17,62,0.0,0.0,0.0,0.0,probeC,774875821,13.417051236540056,12.527254385108531,8.289305884496265,10.8883603595601,0.99,0.0114499954755468,0.00453905699261,3,4,FS,L56
18,65,0.0,0.0,0.0,0.0,probeC,774875821,13.897763578274763,11.96752253571545,8.887471913524019,11.1663815601928,0.99,0.0163546562778227,0.222574210547161,4,4,RS,L56
19,67,0.0,0.006750848110311169,0.0,0.03158872517654232,probeC,774875821,9.034433794817183,6.737934849816136,4.788364608003887,4.55273817074315,0.99,0.00062976734740436,0.00185445894198336,1,4,RS,L56
20,72,0.005458562903274067,0.0,0.0,0.05382205974929442,probeC,774875821,9.08176547154183,7.571024114029094,4.4027448837068075,4.87475461116604,0.99,0.0151551391282257,0.427032551183977,2,4,RS,L56
21,73,0.0,0.005052124948580472,0.0,0.10390401715154621,probeC,774875821,9.226718731511065,3.4332389599401223,1.673043055808587,2.23411724669189,0.99,0.000386149771868811,0.0154021250444197,3,5,FS,L56
22,76,0.0,0.0,0.0,0.0,probeC,774875821,4.147438172997279,3.3502554590126596,3.5555960405659808,3.01659668631819,0.99,0.00225620610960557,0.114049093194016,2,4,RS,L56
23,77,0.0,0.005150624259355174,0.0,0.0832252286645521,probeC,774875821,10.479529049816591,7.753262390575679,4.2934353555596045,4.3040471299707,0.99,0.000644585337502007,0.00829981718335563,1,5,RS,L56
24,78,0.0,0.0,0.0,0.0,probeC,774875821,19.431132410365638,19.881870545738554,15.057387502277283,13.5499185373611,0.99,0.00394468700297711,0.052758172558953,1,5,RS,L56
25,81,0.0,0.005988087375116202,0.0,0.03941117957141016,probeC,774875821,8.152881315820613,4.936704741449446,3.230703831906237,4.14447465185032,0.99,0.0058974632649158,0.163368359994815,4,6,RS,L56
26,82,0.0,0.0,0.0,0.0,probeC,774875821,9.129097148266478,9.110286699860069,6.5585716888322105,6.84992551643506,0.99,0.0519100926295348,0.213811657722063,2,5,RS,L56
27,84,0.0,0.0,0.0,0.0,probeC,774875821,16.35753165305881,13.514920758892254,9.452237808951237,9.48399948849295,0.99,0.0188094849815141,0.261108336640672,2,5,RS,L56
28,86,0.0,0.0,0.0,0.015833383319276195,probeC,774875821,22.95290498165898,17.29473786976472,11.544300722657438,11.8571786120044,0.99,4.37065520710809e-05,0.0360889111450041,2,5,RS,L56
29,87,0.0,0.011845596075989917,0.0,0.03905064002779592,probeC,774875821,10.85670334871613,7.5384815646457755,6.133479079370863,6.8558735908123,0.99,0.000845024554365204,0.0155378373080623,4,1,RS,L56
30,88,0.0,0.03565753359667949,0.0,0.18370225079742125,probeC,774875821,12.726304579339725,3.931139965504898,1.3177870893301755,4.56176283531551,0.99,5.81769079652645e-06,0.0,3,4,FS,L56
31,93,0.0,0.0,0.0,0.0,probeC,774875821,13.351970181043665,11.729961925217223,8.465415679844538,8.93616132774803,0.99,0.00193609070475149,0.0091456414548344,2,4,RS,L56
32,94,0.0,0.0,0.0,0.01245217733095354,probeC,774875821,16.758371790320673,19.64756419017866,9.367219287058967,8.68962390011217,0.99,4.67719651484866e-05,0.0,3,5,FS,L56
33,96,0.0,0.0,0.0,0.014576415816305177,probeC,774875821,4.282037628682996,2.8279475414103943,2.492864516912613,2.40332970742366,0.99,0.000948927145278946,0.00665481308882865,4,4,RS,L56
34,98,0.0052949300769663974,0.012378239991119245,0.0,0.128361376806036,probeC,774875821,32.43698970536032,19.922548732467703,12.093884739175321,16.1111798748011,0.99,0.000128230452882128,0.000888503472055281,3,5,FS,L4
35,99,0.005352548311067395,0.011153554353336115,0.020946937027543,0.012818018084558847,probeC,774875821,2.0382203289551533,1.9997396596049337,1.299568834638975,1.19299912466223,0.99,0.0291683131568947,0.135036858505588,4,4,RS,L4
36,113,0.021769522678374065,0.03999805072321046,0.0,0.027077999686578934,probeC,774875821,1.6092770086380312,1.4302450453968565,1.1902593064917715,1.1147511806996,0.99,0.0230259798956048,0.247455252526398,2,4,RS,L4
37,116,0.0,0.0,0.0,0.0,probeC,774875821,14.930185776831145,20.171499235250092,10.184004372381127,9.72571692482312,0.99,0.000101489742955597,0.00243820699138655,3,5,FS,L4
38,121,0.005443419865520505,0.0,0.0,0.0,probeC,774875821,2.870962016329429,1.5116014188551532,1.6548248011173865,1.67930548150469,0.99,0.00368644682408836,0.313495272828594,2,4,RS,L4
39,123,0.0,0.007357464583101292,0.0,0.06984452214751793,probeC,774875821,12.501479114897647,5.413453089915064,3.579887046820915,7.68122018715732,0.99,0.00118608460335837,0.0566788976505738,4,4,FS,L4
40,127,0.01087222592518955,0.0,0.0,0.04142950168828019,probeC,774875821,4.947639332623359,2.592014058381334,1.4453148721685798,3.16981087803532,0.99,0.0761482548221769,0.233359617226408,4,1,RS,L4
41,128,0.0,0.0,0.0,0.07830847001303196,probeC,774875821,11.951248372973614,4.6666015815679005,3.664905568713184,7.99616047013142,0.99,0.00107582258660067,0.0547067558723699,3,5,FS,L4
42,133,0.0,0.0,0.0,0.03494544960869419,probeC,774875821,21.71636492722755,10.145139770249603,6.64359021072448,8.09040668310869,0.99,0.000562208668032247,0.000587248431812759,4,5,FS,L4
43,148,0.0,0.0,0.0,0.07521038436171464,probeC,774875821,19.308365873861085,32.62065150183866,21.114957187101478,17.3995532955121,0.99,0.00149453229963303,0.00482469618886115,3,5,FS,L23
44,152,0.0,0.0,0.0,0.0,probeC,774875821,4.582297952904982,2.359334830290605,1.8218254691200584,1.73396623397137,0.99,0.0094179135453555,0.345179554327374,4,4,RS,L23
45,155,0.013801236513659876,0.03173183904448542,0.0,0.07077766087395458,probeC,774875821,13.397822742870668,8.50499528133034,5.720531973036984,4.34322237845527,0.98,0.0531873742175826,0.154864555825758,3,5,FS,L23
46,165,0.0,0.01507849417773599,0.0,0.006470263632891093,probeC,774875821,3.2229913619689983,3.0996778287611053,1.9645351308677963,2.12889786201868,0.99,0.0291203890385126,0.262914545598332,1,4,RS,L23
47,177,0.0,0.04041817152157021,0.0,0.11252044423466423,probeC,774875821,11.741214057507989,2.7189300009762767,3.3673407420902413,5.01207308687503,0.99,0.000420906913926294,0.0168314087209913,4,4,FS,L23
48,182,0.0,0.043297761568511374,0.11885585009377717,0.13374101696436674,probeC,774875821,16.310199976334165,7.776042175144002,4.080889050828931,5.69907567744602,0.99,0.000352352287941667,0.0224857472507247,3,5,FS,L23
0,9,0.0,0.0,0.0,0.17082300073503603,probeD,774875821,2.900544314282334,7.183767776367602,9.333819153458434,4.77868652277901,0.99,0.0010409478030685,0.00673298531127205,6,1,RS,L56
1,16,0.022768578970258146,0.0,0.0,0.10243681313928324,probeD,774875821,10.334575789847356,4.385108529402194,2.4776826380032793,5.46938450185313,0.99,0.000817282151200225,0.00899468355012161,6,3,FS,L56
2,17,0.03474272081108585,0.018738072432719233,0.01068469582766438,0.04688731711081182,probeD,774875821,7.206247781327654,5.0636206840443885,4.047488917228397,5.57973209286779,0.99,0.000300198622705536,0.0,5,3,FS,L56
3,20,0.010512490331184222,0.0,0.0,0.029756920598742555,probeD,774875821,5.93420896935274,3.345374076605162,2.896702495900893,2.63890726021309,0.99,0.00655187243867379,0.325663072311934,3,5,RS,L56
4,22,0.018598183035188433,0.0,0.0,0.03422339257351281,probeD,774875821,6.126493906046623,3.444628852224284,4.39059938057934,6.43410549504544,0.99,0.0695791920637388,0.290624847744486,3,5,RS,L56
5,30,0.0,0.0,0.0,0.0,probeD,774875821,7.408886522305053,13.646718083894694,12.102993866520922,8.84913841400853,0.99,0.000454682894481508,0.0402509964333759,3,4,RS,L56
6,35,0.0,0.0,0.0,0.0,probeD,774875821,6.336528221512248,5.128705782811026,4.105180057083865,6.0373259135996,0.99,0.00157381907888728,0.0717107773975255,4,4,RS,L56
7,37,0.0,0.0,0.0,0.07810628096711085,probeD,774875821,11.193941545379246,7.198411923590095,4.323799113378272,4.37042094672941,0.99,0.0131751307852964,0.0462856170652235,4,5,FS,L56
8,38,0.0,0.010769348028941894,0.009437868571824826,0.08765542262845483,probeD,774875821,1.2187906756596854,1.9053662663933095,7.682030728122913,3.27330335502416,0.99,0.00134313376745947,0.0932750728060745,3,1,RS,L56
9,41,0.0,0.0,0.0,0.043407069481895696,probeD,774875821,13.362323985327182,9.499170164990726,5.987733041841259,5.19146445385152,0.99,0.000379352539771993,0.00285242993939592,6,4,RS,L56
10,45,0.0,0.0,0.0,0.008635241164475716,probeD,774875821,3.823512010412969,3.8204952976016147,2.2165543207627376,4.27678958000415,0.99,0.00123322681169652,0.0,2,5,RS,L56
11,46,0.0,0.0,0.0,0.0,probeD,774875821,11.30487516270264,9.779036089687267,8.656707354102144,10.8777496573738,0.99,0.0833084970305904,0.0285870481280653,2,4,RS,L56
12,47,0.0,0.0,0.0,0.08369422528401431,probeD,774875821,24.366938823807835,18.45976113768753,14.195056780227121,9.5753199121264,0.99,0.0154843746857778,0.0649815210404041,1,5,RS,L56
13,48,0.021297320108029028,0.0,0.0,0.04403848366331975,probeD,774875821,12.850550230741925,9.450356340915748,4.481690654035344,8.12049563133272,0.99,0.000313112646516285,0.00116581511456816,4,4,FS,L56
14,50,0.0,0.0,0.0,0.26009146703363395,probeD,774875821,31.6323512010413,15.844967294737872,8.483633934535739,16.3379043421346,0.99,0.00261040398238674,0.0119522633739295,2,4,RS,L56
15,51,0.0,0.0,0.0,0.12958703749664563,probeD,774875821,25.643414980475686,18.433727098180874,12.021011720410518,7.96153767029858,0.99,0.000159203519467275,0.0382042255861941,2,7,RS,L56
16,56,0.0,0.0,0.0,0.0,probeD,774875821,11.242752337001539,8.43665592762537,9.731584380882978,9.08983153307118,0.99,0.0799312211924849,0.0139564301444836,4,4,FS,L56
17,58,0.0,0.0,0.0,0.042032256692255986,probeD,774875821,11.291563128623833,8.19258680725048,5.113256816663631,6.18336213070451,0.99,0.0010586528630693,0.00301603690256916,2,4,RS,L56
18,60,0.01202453816120117,0.0,0.0,0.11490142428923755,probeD,774875821,20.481303987693767,8.0005857658889,3.470577518673711,7.54701632933087,0.99,0.00622209716750436,0.069510658917022,3,7,RS,L56
19,61,0.0,0.011989402894926116,0.0,0.0,probeD,774875821,15.63868181280322,15.031403560154905,14.304366308374325,13.0010178026968,0.99,0.0134996143931244,0.00454820519268295,4,4,FS,L56
20,64,0.0,0.0,0.0,0.02040610444862907,probeD,774875821,7.516861909833157,6.353932767092974,4.815691990040688,5.59316660441326,0.99,0.000180233863893688,0.0,6,3,RS,L56
21,66,0.0,0.0,0.0,0.0,probeD,774875821,20.31120577446456,19.322138696345473,15.91364547276371,14.4070266064245,0.99,0.000221086578711385,0.000370378730886533,4,4,RS,L56
22,69,0.0,0.0,0.0,0.0581234467043293,probeD,774875821,2.214235001774938,3.962055387419051,4.669945952511083,3.74289593797596,0.99,0.0207817374489153,0.0768258343925298,1,5,RS,L56
23,71,0.0,0.0,0.0,0.02511766657605381,probeD,774875821,4.818956336528222,3.034592729994468,1.7944980870832576,2.67223715526864,0.99,0.00121655715175763,0.0215315232391272,2,2,RS,L56
24,75,0.0,0.0,0.0,0.0641414943344589,probeD,774875821,11.816648917287896,6.905528979140227,4.423999514179875,4.94584876567297,0.99,0.00493839217077797,0.0408560562944574,4,4,FS,L4
25,80,0.0,0.0,0.0,0.010976526957277489,probeD,774875821,3.407880724174654,2.3202837710306228,2.0252626465051318,1.58691321873688,0.99,0.0427025770326585,0.106845551353111,4,5,RS,L4
26,81,0.0,0.0,0.0,0.153762219759599,probeD,774875821,19.34386463140457,11.212535390022456,4.669945952511083,9.73848256761369,0.99,0.052668316930022,0.0312085005378554,3,5,RS,L4
27,83,0.0,0.0,0.0,0.08262766413765912,probeD,774875821,18.84540291089812,8.501741026392008,4.69120058298415,10.1185459247701,0.99,8.82490489375755e-05,0.0,4,4,FS,L4
28,88,0.0,0.0,0.0,0.017632876606764138,probeD,774875821,3.072121642409183,1.7133652250317293,1.029331390052833,1.2696126178081,0.99,2.09032731834495e-05,0.0,3,2,RS,L4
29,91,0.0,0.0,0.0,0.022092055099477603,probeD,774875821,9.626079753875283,7.502684760324125,4.925001518187892,5.72546064940296,0.99,0.0543288036743963,0.0281420113210993,2,5,RS,L4
30,92,0.0,0.0,0.0,0.0,probeD,774875821,1.7423973494261036,1.2268541117511147,1.1902593064917715,1.11526956532012,0.99,2.37960939780319e-05,0.0927099427694001,4,4,RS,L4
31,94,0.007720116461655713,0.0,0.04282844706343425,0.06909523144339633,probeD,774875821,8.713465862028164,4.538058511503792,2.39266411611101,3.64249603871633,0.99,0.000217428467181272,0.00289712066354877,2,4,FS,L23
32,96,0.01032855945494029,0.0,0.0,0.039302254586060605,probeD,774875821,13.495444326115255,15.491880633928863,9.3277464018947,8.44887201277226,0.99,2.74174002793119e-05,0.0,4,4,FS,L4
33,103,0.014239896643052696,0.0,0.0,0.03228523190329065,probeD,774875821,6.832031712223406,8.609131439356961,3.063703163903565,3.62598492147343,0.99,0.000489812303977047,0.0204649558697481,4,2,FS,L23
34,111,0.012493532105581817,0.0,0.0,0.04247798026044356,probeD,774875821,4.622234055141404,1.6417716163884282,1.4604967510779134,2.44210704910051,0.99,0.0747047565387222,0.2255814635196,4,4,FS,L23
0,0,0.006298975736682011,0.0,0.0,0.03868374034602653,probeF,774875821,21.65424210152645,15.828696020046213,11.799356288334245,17.4749920454944,0.99,0.0144169968425281,0.141009240466948,4,4,RS,L56
1,1,0.0,0.006018860547875038,0.0,0.1639444464052682,probeF,774875821,18.6649508933854,8.101467668977188,5.219529969028968,9.32173915469074,0.99,0.016378037698444,0.0446775194513877,4,4,RS,L56
2,5,0.007054197000031492,0.0,0.0,0.24855318953644945,probeF,774875821,12.137616850076915,4.664974454098735,2.5566284083318154,4.2725535129072,0.99,0.0352971423097253,0.216882132095611,7,6,RS,L56
3,6,0.0,0.0,0.012097989150313926,0.07664751780927,probeF,774875821,5.318897171932316,2.0095024244199293,1.287423331511508,1.73078310300357,0.99,0.0656403824571133,0.320786650110331,3,2,RS,L56
4,13,0.04653320527014735,0.07054858424412491,0.08058674423457388,0.08862731937206325,probeF,774875821,6.274405395811147,5.006671222623581,2.6446833060059514,3.0181280275757,0.99,0.0005559050768506,0.016878981826728,2,7,RS,L56
5,19,0.0,0.0,0.0,0.031081666792219,probeF,774875821,4.140042598509052,2.160825279052361,1.4847877573328476,2.11945810213751,0.99,0.000605760690911786,0.05134086126778,2,6,RS,L56
6,20,0.0,0.006068924497002093,0.0,0.03167420085743298,probeF,774875821,2.2822742870666195,5.182400989293502,3.215521952996903,2.29072122840498,0.98,0.00109939353458058,0.0366257978766864,3,6,RS,L56
7,24,0.019249764015939495,0.08581402554617215,0.07753433553305437,0.3687478607071138,probeF,774875821,49.4113122707372,16.775684207100785,8.47452480719014,21.1475092998441,0.99,1.25494043485123e-06,0.00128924180903325,2,7,FS,L56
8,41,0.0,0.0,0.0,0.03437492262904014,probeF,774875821,1.2424565140220094,2.513911939861369,2.860265986518492,1.83302821491295,0.99,0.000331017961122161,0.0915194198133256,2,6,RS,L56
9,52,0.0,0.013022384773651963,0.0,0.05227859003391409,probeF,774875821,1.2173115607620402,2.3756061049822645,3.513086779619846,2.33451126128893,0.99,0.000854363680703309,0.0141058616587616,1,3,RS,L4
10,57,0.006349231646379372,0.0224876011767972,0.0,0.07219387954349892,probeF,774875821,16.430008283043428,10.205343486608742,9.3824011659683,13.1803896869899,0.99,0.00274831665244883,0.314416917729974,2,7,RS,L56
11,58,0.0,0.0,0.0,0.0,probeF,774875821,7.358596615785115,9.696052588759805,10.521042084168338,7.50399130254058,0.99,0.0248646458586071,0.00546093382754916,1,6,RS,L56
12,63,0.0,0.0,0.0,0.018961740633072523,probeF,774875821,6.552478996568454,4.406261186501351,3.2337402076881037,3.78563295990246,0.99,0.0593706864704299,0.107286370665217,1,7,RS,L4
13,64,0.0,0.0,0.0,0.0128289824133486,probeF,774875821,11.807774227902025,10.771583845878487,7.639521467176778,7.75688643390319,0.99,0.000192849421067016,0.00830481681021034,2,7,RS,L4
14,68,0.0,0.0,0.00909396846079702,0.02487820634802882,probeF,774875821,6.866051354869247,5.416707344853396,2.9635027631019617,3.56022197095882,0.99,0.0835836293059608,0.215310776789259,3,7,RS,L4
15,71,0.0,0.005222975248086947,0.0,0.009601644238559026,probeF,774875821,2.428706661933499,2.0859774154707282,1.2843869557296412,1.68125011498729,0.99,0.000564192035292003,0.0679934254790367,3,7,RS,L4
16,74,0.0,0.0,0.0,0.03706052291398778,probeF,774875821,19.796473790084015,15.999544404308635,8.659743729884012,11.3359781145825,0.99,7.77023316228774e-05,0.0,2,7,FS,L4
17,84,0.0,0.0,0.0,0.2134182731392939,probeF,774875821,44.32759436753047,24.937355592437115,11.434991194510234,21.6441723660198,0.99,7.71273018683641e-06,0.00484096134737602,2,7,FS,L23
18,94,0.0,0.0,0.0,0.011143506671176273,probeF,774875821,2.882794935510591,4.961111653486935,5.161838829173499,3.96930497136655,0.99,0.0172202543099751,0.139061686008145,2,6,RS,L23
19,95,0.0,0.0,0.0,0.005094998127016637,probeF,774875821,3.2481363152289675,3.3014416349376816,1.8582619785024597,1.99813817496721,0.99,0.0520770482940162,0.385097348134335,2,6,FS,L23
20,102,0.0,0.009336292583800043,0.0,0.014840670035925619,probeF,774875821,7.834871612826885,10.021478082592992,5.726604724600717,6.16321638468381,0.99,0.00141168362002542,0.064762963531609,3,6,FS,L23
0,5,0.0,0.0,0.0,0.11211581919923426,probeE,774875821,10.763519110164479,4.974128673240262,2.820793101354224,6.85319257065356,0.99,0.00154517021716461,0.01883096587914,3,6,FS,L56
1,6,0.0,0.013279224906819343,0.0,0.14795689881400031,probeE,774875821,35.44846763696604,18.47115102997169,14.87216857958341,18.6376359233362,0.99,0.00121531927868334,0.035522550995005,4,1,FS,L56
2,8,0.005876822075861665,0.0,0.0,0.0,probeE,774875821,13.816412258904274,13.485632464447267,13.411671828505497,10.6333908669284,0.99,0.0585050682329919,0.00849880952877188,5,2,FS,L56
3,12,0.005968486570966425,0.007650269304033319,0.0,0.07253763309908204,probeE,774875821,23.810791622293223,15.757102411402911,9.23361875265683,16.8343477097312,0.99,0.037442125797166,0.00569663439641383,6,5,FS,L56
4,13,0.007053533269589307,0.0056204361722655746,0.010374787388819428,0.022672941738403663,probeE,774875821,4.045379245059757,5.439487129421719,3.6193599319851826,3.54391667411,0.99,0.00980349606869606,0.0367261907685917,7,3,RS,L56
5,15,0.005359292768638979,0.0,0.0,0.0,probeE,774875821,4.475801680274524,4.084089947606496,4.2539624703953365,2.56043544296393,0.99,0.0564991235180635,0.205211657186194,4,4,RS,L56
6,16,0.0,0.0,0.0,0.12431495083852107,probeE,774875821,15.90048514968643,7.1886491587751,3.834942612497723,6.7178228912883,0.99,0.00452980447995328,0.0366246092225805,6,3,RS,L56
7,26,0.0,0.006662893379750301,0.0,0.13648308988280708,probeE,774875821,14.970121879067568,9.063100003254256,5.337948624521771,5.55856618254219,0.99,0.0556686743496629,0.233880455633687,4,4,RS,L56
8,29,0.014609496351246665,0.0,0.0,0.03069299536446928,probeE,774875821,8.828836824044492,6.3523056396238085,5.283293860448169,3.65036646742905,0.99,0.0951016583884651,0.23942351561079,4,3,RS,L56
9,31,0.021936198688538376,0.0,0.0,0.0,probeE,774875821,4.200686309312508,3.5829346871033882,3.5221959069654463,2.60750717237958,0.99,0.000777602452218552,0.0452272943331821,3,5,RS,L56
10,32,0.03239400247925963,0.04244773375073052,0.0,0.25245396197351094,probeE,774875821,28.209679327890193,16.346122555240978,7.2903382522621,14.0275804714374,0.99,0.0940049032921822,0.110368351050158,7,3,FS,L56
11,43,0.014314717005741362,0.0,0.0,0.17175062771072017,probeE,774875821,28.897467755295235,17.981385661752743,9.349001032367767,12.4554462406273,0.99,0.0879718878462936,0.121901251231848,7,4,FS,L56
12,44,0.00827142844465567,0.0,0.0,0.0,probeE,774875821,11.149568098449889,10.553548765010252,10.436023562276068,8.77041693105772,0.99,0.0401112488781956,0.0584664906111313,6,5,RS,L56
13,53,0.02855584153136719,0.0,0.0,0.21763477469064796,probeE,774875821,30.083717903206725,18.204302125028477,9.297382644076032,12.3567904591505,0.99,7.78080942150615e-05,0.00201391096485611,7,4,FS,L56
14,55,0.01633918155075309,0.005507284899501896,0.0,0.06941695071904293,probeE,774875821,8.688320908768194,5.478538188681702,2.920993502155827,3.86224052619316,0.99,6.87136618812824e-06,0.00257681363997242,4,1,FS,L56
15,57,0.00626763995171753,0.0,0.0,0.025814912475881878,probeE,774875821,5.701987930422436,4.118259624458981,2.6295014270966175,3.89372423192432,0.99,0.00300670495857769,0.0684534006652648,7,4,RS,L56
16,58,0.021740761585251046,0.0,0.0,0.0,probeE,774875821,3.634185303514377,3.5259852256825805,3.850124491407057,2.69365151379383,0.99,0.000345385219809863,0.0105951917649688,3,5,RS,L56
17,59,0.00535508177357622,0.0,0.0,0.012680755460550497,probeE,774875821,2.3236895042006864,1.8500439324416678,1.0475496447440336,1.82687535470659,0.99,0.00178461002596717,0.0,6,3,RS,L56
18,64,0.0,0.0,0.0,0.23729854551818405,probeE,774875821,30.486037155366233,19.3351557160988,8.826744397886683,20.9803517986544,0.99,0.00186684287265331,0.00908352401785048,6,3,FS,L56
19,65,0.013161997307954598,0.006792346305791596,0.0,0.018477903761703218,probeE,774875821,5.468287776594487,4.058055908099841,4.083925426610798,3.45295235168805,0.99,0.0241206702048862,0.180537947166068,7,1,RS,L56
