unit,area LFPs,behavior,c50_dg,cell_type,full model,layer,lifetime_sparseness_dg,max_state,mod_idx_dg,"other area
population activity",pref_ori_dg,pref_tf_dg,probe,rf_area,rf_x,rf_y,run_mod_dg,run_pval_dg,session,stimulus,total_rate,wf_duration,label,cluster_name,n_sources
80.0,0.013003648379191834,0.0581777728331909,[0.31704706],['RS'],0.30160898632530186,['L56'],[0.03913513],0.3333333333333333,[0.65094781],0.04796675137646485,[0.],[2.],0.16666666666666666,[700.],[4],[1],[0.37077184],[0.00011142],821695405.0,0.2739890367255503,[6.34330784],[0.54941374],4,stimulus2,1
82.0,0.0,0.011104941428054783,[0.56519608],['RS'],0.1625467338169267,['L56'],[0.43970512],0.3333333333333333,[0.92684361],0.02283700141821372,[45.],[2.],0.16666666666666666,[600.],[7],[4],[0.08509852],[0.20243535],821695405.0,0.1455837953382774,[2.2351142],[0.61809045],9,stimulus1,1
83.0,0.0,0.01752341199861407,[0.02183529],['RS'],0.1476834657578134,['L56'],[0.32603295],0.3333333333333333,[6.23041744],0.03467381181368301,[90.],[2.],0.16666666666666666,[700.],[6],[3],[0.4648656],[7.38948517e-07],821695405.0,0.12134891591142376,[6.02888011],[0.4120603],9,stimulus1,1
90.0,0.0,0.04194331868566274,[0.03039216],['FS'],0.21211327059247176,['L4'],[0.07995527],0.0,[0.45071354],0.08332821866094928,[45.],[2.],0.16666666666666666,[300.],[4],[2],[0.10201149],[0.11275557],821695405.0,0.17875909222258005,[8.20008214],[0.26097152],11,stimulus1,1
92.0,0.012270562679430119,0.030432272417359484,[0.03467059],['RS'],0.22589533902071843,['L4'],[0.38884384],0.3333333333333333,[2.94475226],0.018284260480086335,[90.],[2.],0.16666666666666666,[500.],[5],[2],[-0.5109743],[0.00021712],821695405.0,0.22101981192580408,[2.13325733],[0.7279732],3,stimulus1,1
103.0,0.0,0.01617464856272042,[0.07317647],['RS'],0.18981448828981068,['L4'],[0.16339871],0.3333333333333333,[3.2503103],0.03385225074827112,[45.],[2.],0.16666666666666666,[600.],[5],[6],[0.21421933],[0.22134497],821695405.0,0.1705494977900269,[3.91645714],[0.65929648],9,stimulus1,1
112.0,0.012424866709855098,0.04020741101678531,[0.21008627],['FS'],0.5691730345201547,['L4'],[0.48888392],0.0,[9.26128679],0.15314729567713553,[90.],[2.],0.16666666666666666,[600.],[4],[2],[-0.07171531],[0.60579126],821695405.0,0.550434905414656,[1.61863856],[0.32964824],8,stimulus+population,2
113.0,0.03367429838831733,0.016449891763437096,[0.12879608],['RS'],0.30115216572198095,['L4'],[0.2903268],0.0,[3.52277276],0.049225126009162935,[0.],[2.],0.16666666666666666,[300.],[4],[1],[0.12388889],[0.15959823],821695405.0,0.2489484940235754,[1.4554864],[0.59061977],4,stimulus2,1
117.0,0.034957325006635065,0.06371563352304385,[0.08173333],['FS'],0.29681462598469954,['L23'],[0.01438421],0.0,[3.12996675],0.13118775608945327,[45.],[2.],0.16666666666666666,[1200.],[5],[2],[-0.22521933],[0.06788679],821695405.0,0.1300239663452693,[7.91534588],[0.28844221],8,stimulus+population,2
120.0,0.019990154283981654,0.013840041469383956,[0.01327843],['RS'],0.18619666246096855,['L23'],[0.4152194],0.0,[7.30383958],0.02486381592275766,[0.],[2.],0.16666666666666666,[500.],[5],[3],[0.11344843],[0.30963945],821695405.0,0.1822430187625424,[2.1906273],[0.65929648],3,stimulus1,1
139.0,0.035762313694320744,0.04782586866088641,[0.11596078],['RS'],0.1541835996952161,['L23'],[0.08565498],0.0,[0.06746849],0.1084958825350805,[45.],[2.],0.16666666666666666,[700.],[3],[2],[-0.04817724],[0.8259818],821695405.0,0.048286294858186474,[2.03019267],[0.75544389],6,behavior,1
3.0,0.0,0.09262719212283506,[0.17585882],['RS'],0.12319277050487436,['L56'],[0.09739197],0.3333333333333333,[1.15481906],0.02760242859742097,[0.],[2.],0.5,[2500.],[6],[3],[0.58358803],[5.60846214e-10],821695405.0,0.012123540706752168,[3.15130556],[0.68676717],1,unexplained,0
6.0,0.0,0.2920452671985625,[0.03039216],['RS'],0.3359373585803269,['L56'],[0.08608035],0.0,[0.41225876],0.034636371767970166,[135.],[2.],0.5,[1500.],[5],[6],[0.22984677],[0.02188705],821695405.0,0.045598160079920326,[6.41724981],[0.83785595],6,behavior,1
12.0,0.0,0.1450120929020075,[0.03894902],['FS'],0.2675665065745393,['L56'],[0.50224553],0.0,[0.14909146],0.06596824549045929,[135.],[2.],0.5,[700.],[5],[3],[0.38210043],[8.85680195e-05],821695405.0,0.16421089596752347,[1.4952346],[0.32964824],7,stimulus+behavior,2
32.0,0.0,0.07034573018600102,[0.02183529],['RS'],0.2604479737937738,['L56'],[0.03396775],0.0,[0.08782949],0.03529923180698382,[0.],[2.],0.5,[1300.],[6],[4],[0.4399779],[6.28140954e-09],821695405.0,0.165920636921777,[2.47353834],[0.67303183],11,stimulus1,1
34.0,0.008455898661463967,0.12909593568824268,[1.0315451],['FS'],0.37112719697350266,['L56'],[0.10290957],0.3333333333333333,[1.27051138],0.011391579912900917,[0.],[2.],0.5,[800.],[4],[3],[-0.01220053],[0.87420071],821695405.0,0.31878882183101265,[2.95081369],[0.30217755],7,stimulus+behavior,2
40.0,0.0,0.05254114144678266,[0.64648627],['RS'],0.11282575736680042,['L56'],[0.13713866],0.0,[3.16062769],0.20984851364056922,[0.],[2.],0.5,[600.],[4],[1],[-0.20221607],[0.08100541],821695405.0,0.056112271935873,[10.10128805],[0.43953099],6,behavior,1
46.0,0.0,0.030876215005831063,[0.08173333],['RS'],0.1337924021491696,['L56'],[0.34557964],0.0,[0.9778506],0.06960462412095787,[135.],[2.],0.5,[200.],[4],[4],[-0.95503049],[3.29958308e-05],821695405.0,0.10793507079672018,[3.54584781],[0.54941374],11,stimulus1,1
48.0,0.0,0.0289903564701778,[0.1587451],['RS'],0.2660276134592725,['L56'],[0.08509151],0.3333333333333333,[0.21614932],0.028086386731729585,[45.],[2.],0.5,[1700.],[4],[2],[0.14723765],[6.00626739e-05],821695405.0,0.26367247091775387,[9.42452732],[0.53567839],10,stimulus2,1
49.0,0.0,0.03844323729438115,[0.73633333],['RS'],0.26350454640418236,['L56'],[0.3406232],0.3333333333333333,[1.32478471],0.11068206757129011,[90.],[2.],0.5,[800.],[5],[3],[-0.09815227],[0.30826192],821695405.0,0.18815587512070137,[9.99641228],[0.54941374],8,stimulus+population,2
50.0,0.0,0.05880449051104732,[0.01327843],['RS'],0.2708749107451751,['L56'],[0.3926219],0.3333333333333333,[0.06650968],0.039953461853069805,[0.],[2.],0.5,[1000.],[1],[1],[0.27946246],[6.94900548e-05],821695405.0,0.18822467454706795,[1.59064941],[0.54941374],11,stimulus1,1
52.0,0.0,0.022692548996385974,[0.26998431],['RS'],0.14733987555890582,['L56'],[0.09489219],0.3333333333333333,[1.52239747],0.049202957126425285,[135.],[2.],0.5,[1300.],[2],[4],[0.34347634],[2.77689171e-07],821695405.0,0.13372438979197884,[3.97893845],[0.64556114],9,stimulus1,1
56.0,0.0,0.039416311558225225,[0.08173333],['FS'],0.3654413762208602,['L56'],[0.23415351],0.3333333333333333,[2.71500272],0.012711266998249116,[90.],[2.],0.5,[500.],[5],[3],[0.17029863],[0.43430051],821695405.0,0.3514328560254111,[3.31848278],[0.38458961],10,stimulus2,1
57.0,0.008898906182064547,0.04105839664690909,[0.06461961],['RS'],0.44729502224873396,['L56'],[0.02241899],0.0,[1.3194377],0.03443379651311969,[90.],[2.],0.5,[1800.],[5],[2],[0.41756272],[6.28335149e-05],821695405.0,0.4244003361043057,[5.57290926],[0.64556114],4,stimulus2,1
64.0,0.0,0.03781528512872421,[0.32132549],['RS'],0.15764443739334466,['L56'],[0.38089451],0.0,[1.18298259],0.05330787807962447,[135.],[2.],0.5,[600.],[5],[3],[0.38429874],[0.0002005],821695405.0,0.09698029578195437,[2.40217853],[0.65929648],1,unexplained,0
68.0,0.0,0.07295400906777597,[0.05178431],['FS'],0.2519909557531468,['L4'],[0.21002305],0.0,[0.86064394],0.03483559138962471,[135.],[2.],0.5,[800.],[3],[3],[0.50025591],[2.60410773e-16],821695405.0,0.08911140696115896,[13.82045264],[0.26097152],1,unexplained,0
0.0,0.0,0.20580549798142336,[0.60798039],['FS'],0.20776879768274048,['L56'],[0.00297366],0.0,[0.73478589],0.0,[0.],[2.],0.6666666666666666,[300.],[6],[3],[0.44570183],[4.03867727e-08],821695405.0,0.02762557619458581,[7.26073455],[0.39832496],6,behavior,1
1.0,0.0,0.27560139654228255,[0.03467059],['FS'],0.2698467502752754,['L56'],[0.00564282],0.0,[1.03871976],0.0,[0.],[2.],0.6666666666666666,[900.],[5],[6],[0.63631749],[5.6073958e-12],821695405.0,0.056173828001828865,[16.28212601],[0.3159129],6,behavior,1
5.0,0.0,0.03897425329621433,[0.0774549],['FS'],0.1785377733309968,['L56'],[0.37133669],0.3333333333333333,[0.9207967],0.0,[135.],[2.],0.6666666666666666,[600.],[7],[4],[-0.19054878],[0.26046007],821695405.0,0.1501583174125893,[7.55664327],[0.19229481],9,stimulus1,1
7.0,0.0,0.15296626631459984,[0.49246275],['RS'],0.3952362690793154,['L56'],[0.48377002],0.0,[0.67652016],0.0,[90.],[2.],0.6666666666666666,[2000.],[4],[3],[-0.32506669],[0.0162642],821695405.0,0.36686234311265575,[2.30365949],[0.64556114],7,stimulus+behavior,2
10.0,0.0,0.06178944204975982,[0.13307451],['RS'],0.19006176392956428,['L56'],[0.21509701],0.3333333333333333,[0.70744239],0.0,[45.],[2.],0.6666666666666666,[900.],[6],[4],[0.28859393],[0.11544643],821695405.0,0.12824425620086186,[2.23662711],[0.64556114],11,stimulus1,1
13.0,0.0,0.17314031163155413,[0.26142745],['RS'],0.4250739834848469,['L56'],[0.31921535],0.3333333333333333,[1.08446764],0.0,[135.],[2.],0.6666666666666666,[600.],[3],[6],[-0.71634615],[1.60215224e-06],821695405.0,0.39243421108300536,[6.35297917],[0.78291457],7,stimulus+behavior,2
29.0,0.0,0.04348216247712111,[0.3769451],['RS'],0.07553542510127136,['L56'],[0.02710494],0.0,[1.99132443],0.0,[0.],[2.],0.6666666666666666,[2300.],[7],[6],[0.41303688],[1.31326346e-06],821695405.0,0.04545649908071943,[1.93729631],[0.6318258],2,unexplained,0
39.0,0.0,0.10770504141792506,[0.29137647],['FS'],0.3286258212844843,['L56'],[0.02392115],0.3333333333333333,[0.56982727],0.0,[90.],[2.],0.6666666666666666,[2100.],[5],[6],[0.33944608],[2.41001804e-08],821695405.0,0.1545072495376323,[37.72574565],[0.30217755],7,stimulus+behavior,2
40.0,0.0,0.09868373583013686,[0.10312549],['RS'],0.2481467478987986,['L56'],[0.37185603],0.0,[0.3508788],0.0,[45.],[2.],0.6666666666666666,[400.],[3],[5],[0.24798319],[6.18418761e-08],821695405.0,0.10517578353540302,[6.79060201],[0.59061977],11,stimulus1,1
41.0,0.01919799488974012,0.2336822780632711,[0.17585882],['FS'],0.5720563316856153,['L56'],[0.48378096],0.0,[0.09637075],0.0,[45.],[2.],0.6666666666666666,[1700.],[5],[6],[0.37464986],[0.54838478],821695405.0,0.41200881577592047,[36.58528926],[0.27470687],7,stimulus+behavior,2
42.0,0.0,0.07208641256704582,[0.61225882],['RS'],0.3306740364944306,['L56'],[0.06277178],0.3333333333333333,[0.86633857],0.0,[45.],[2.],0.6666666666666666,[500.],[3],[4],[0.24131101],[0.00337863],821695405.0,0.2547955121674961,[10.66237645],[0.52194305],10,stimulus2,1
43.0,0.0,0.11651189658549524,[0.03039216],['RS'],0.16710776315758535,['L56'],[0.03305881],0.3333333333333333,[0.64153277],0.0,[90.],[2.],0.6666666666666666,[1000.],[4],[4],[0.20071685],[0.07259966],821695405.0,0.013965963655001846,[2.66227269],[0.53567839],6,behavior,1
44.0,0.008113323025877084,0.11640310788026256,[0.0774549],['FS'],0.3711625371063919,['L56'],[0.06616723],0.0,[5.96817284],0.0,[45.],[2.],0.6666666666666666,[900.],[6],[5],[0.14484127],[0.30003535],821695405.0,0.18292042184926421,[16.35922332],[0.19229481],7,stimulus+behavior,2
45.0,0.0,0.12000076615780524,[0.13735294],['RS'],0.3111564072681906,['L56'],[0.07581188],0.0,[0.48962303],0.0,[45.],[2.],0.6666666666666666,[500.],[6],[5],[-0.14099385],[0.63472571],821695405.0,0.13524924584608836,[7.78874039],[0.59061977],7,stimulus+behavior,2
49.0,0.0,0.1845963518201645,[0.20152941],['RS'],0.3044582820409411,['L56'],[0.05556302],0.0,[1.2385584],0.0,[135.],[2.],0.6666666666666666,[600.],[5],[6],[0.4420339],[1.27677107e-08],821695405.0,0.11452539688757901,[16.06935354],[0.57688442],7,stimulus+behavior,2
50.0,0.0,0.06020301563261714,[0.03039216],['RS'],0.16005843653703095,['L56'],[0.01382821],0.0,[0.83209796],0.0,[0.],[2.],0.6666666666666666,[700.],[7],[6],[0.17181723],[0.00216059],821695405.0,0.09454241444107062,[12.93876001],[0.50820771],1,unexplained,0
53.0,0.0,0.04838879275117092,[0.20580784],['RS'],0.2243505521769114,['L56'],[0.03445906],0.0,[0.22496581],0.0,[135.],[2.],0.6666666666666666,[1000.],[7],[6],[0.42214006],[1.00849644e-11],821695405.0,0.15692292807086952,[3.37174909],[0.59061977],11,stimulus1,1
56.0,0.0,0.04286233666191983,[0.63792941],['RS'],0.282311241648112,['L56'],[0.12453441],0.0,[1.67940283],0.0,[45.],[2.],0.6666666666666666,[1300.],[2],[4],[-0.40998252],[0.00059606],821695405.0,0.22230811886976626,[7.40285125],[0.57688442],11,stimulus1,1
59.0,0.0,0.1346116727261829,[0.5823098],['RS'],0.19273323899150752,['L56'],[0.11073293],0.3333333333333333,[1.45102727],0.0,[135.],[2.],0.6666666666666666,[900.],[5],[5],[0.14691181],[0.216421],821695405.0,0.07252005703277487,[4.66207217],[0.54941374],6,behavior,1
67.0,0.0,0.011613855960619812,[0.17158039],['RS'],0.15660711199166027,['L56'],[0.02324131],0.0,[0.7839321],0.0,[135.],[2.],0.6666666666666666,[1500.],[6],[5],[0.4672019],[1.19009834e-07],821695405.0,0.14043488462302184,[8.92044029],[0.50820771],9,stimulus1,1
72.0,0.0,0.01726988265360867,[0.38550196],['RS'],0.3317903341134242,['L56'],[0.12529208],0.0,[1.13644527],0.0,[0.],[2.],0.6666666666666666,[600.],[3],[1],[0.41479353],[0.02807092],821695405.0,0.33314232703752555,[2.97217166],[0.7279732],10,stimulus2,1
74.0,0.0,0.19492995950720798,[0.43684314],['RS'],0.261296372655133,['L56'],[0.14901715],0.3333333333333333,[3.20151734],0.0,[135.],[2.],0.6666666666666666,[700.],[5],[6],[0.42577525],[2.50607187e-08],821695405.0,0.07709949772214489,[12.32691336],[0.54941374],6,behavior,1
75.0,0.0,0.020163457143775165,[0.07317647],['RS'],0.08722903825691042,['L56'],[0.15829272],0.3333333333333333,[0.62360049],0.0,[135.],[2.],0.6666666666666666,[1100.],[7],[7],[0.04106604],[0.63538109],821695405.0,0.060457067781852405,[5.10221124],[0.6318258],2,unexplained,0
76.0,0.0,0.033594230559900094,[0.69782745],['FS'],0.1839223090016279,['L4'],[0.20364024],0.3333333333333333,[2.44038893],0.0,[0.],[2.],0.6666666666666666,[500.],[6],[6],[0.65397909],[3.992859e-07],821695405.0,0.1680576681723491,[8.22364569],[0.3159129],9,stimulus1,1
81.0,0.0,0.023539029761573425,[0.01327843],['RS'],0.311197628193681,['L4'],[0.24984007],0.0,[0.72825164],0.0,[45.],[2.],0.6666666666666666,[400.],[7],[4],[0.24281609],[0.20694114],821695405.0,0.2953848743592696,[3.92773541],[0.7279732],10,stimulus2,1
83.0,0.0,0.024909268466406998,[0.43256471],['RS'],0.09306382147448425,['L4'],[0.09823134],0.3333333333333333,[1.46001075],0.0,[45.],[2.],0.6666666666666666,[1100.],[4],[7],[0.0834507],[0.23982961],821695405.0,0.06118492703054099,[5.39791866],[0.42579564],2,unexplained,0
87.0,0.0,0.0687894394862949,[0.60370196],['RS'],0.2549537032879686,['L23'],[0.06333813],0.0,[2.43798065],0.0,[0.],[2.],0.6666666666666666,[500.],[6],[4],[0.6746063],[5.87840886e-10],821695405.0,0.21033237796603782,[1.5228228],[0.70050251],11,stimulus1,1
90.0,0.0,0.007795684246389456,[0.59086667],['FS'],0.18972478800222592,['L23'],[0.0429909],0.3333333333333333,[0.59932193],0.0,[0.],[2.],0.6666666666666666,[800.],[6],[6],[0.05478589],[0.52711282],821695405.0,0.1711337126091482,[5.03719184],[0.38458961],9,stimulus1,1
93.0,0.0,0.03919566119017921,[0.56091765],['RS'],0.13151016827259956,['L23'],[0.3458483],0.0,[1.01363343],0.0,[135.],[2.],0.6666666666666666,[200.],[5],[4],[0.64546335],[6.89426316e-15],821695405.0,0.10588466051479292,[1.94041644],[0.67303183],9,stimulus1,1
95.0,0.0,0.14905675221390094,[0.02183529],['FS'],0.21761857948696392,['L23'],[0.17359538],0.0,[0.78248949],0.0,[135.],[2.],0.6666666666666666,[1900.],[1],[5],[0.21564537],[0.11530796],821695405.0,0.12113791042566704,[16.20684039],[0.24723618],7,stimulus+behavior,2
108.0,0.0,0.04042867160043613,[0.60370196],['FS'],0.17266330611311936,['L23'],[0.07797468],0.0,[2.39843398],0.0,[0.],[2.],0.6666666666666666,[1000.],[2],[6],[0.43056424],[2.41763025e-05],821695405.0,0.11393758544622941,[28.77611708],[0.24723618],9,stimulus1,1
0.0,0.0,0.22742177628826044,[0.3084902],['RS'],0.3560495156682551,['L56'],[0.15986109],0.0,[0.87327466],0.0946485673393365,[90.],[2.],0.8333333333333334,[1000.],[7],[3],[0.33090199],[2.20771401e-07],821695405.0,0.2747297098177532,[3.1213119],[0.70050251],7,stimulus+behavior,2
4.0,0.015627137135220747,0.23760201883725324,[0.16730196],['RS'],0.3561152054643869,['L56'],[0.2044008],0.0,[0.33632623],0.044262720205796226,[135.],[2.],0.8333333333333334,[1000.],[2],[6],[0.16376443],[0.00554567],821695405.0,0.20034170987059313,[4.30091256],[0.75544389],7,stimulus+behavior,2
5.0,0.0,0.15373498664523702,[0.07317647],['RS'],0.3152155898409254,['L56'],[0.35127266],0.0,[0.83387601],0.023399411228303534,[0.],[2.],0.8333333333333334,[500.],[3],[2],[0.62744217],[0.10702976],821695405.0,0.2432497619468097,[1.82687129],[0.7279732],7,stimulus+behavior,2
6.0,0.0,0.031033724423634147,[0.11168235],['RS'],0.12708521023591582,['L56'],[0.35163284],0.0,[1.35314144],0.0951868214283325,[0.],[2.],0.8333333333333334,[500.],[2],[1],[-0.02545218],[0.69739509],821695405.0,0.07928565927528812,[3.49975034],[0.81038526],1,unexplained,0
7.0,0.0,0.0752052421011101,[0.32560392],['RS'],0.324773149797155,['L56'],[0.03622031],0.3333333333333333,[0.90708914],0.07430666900037748,[45.],[2.],0.8333333333333334,[2200.],[2],[4],[0.10128135],[0.04225539],821695405.0,0.306580290580421,[2.79339902],[0.8241206],10,stimulus2,1
9.0,0.0,0.13261231938609472,[0.25287059],['FS'],0.28217232554740274,['L56'],[0.09210433],0.0,[0.69299975],0.0,[135.],[2.],0.8333333333333334,[3000.],[2],[4],[0.35794985],[4.48926637e-05],821695405.0,0.20279119301376197,[17.09223232],[0.24723618],7,stimulus+behavior,2
12.0,0.0,0.04024284599393322,[0.1459098],['RS'],0.060849390490013255,['L56'],[0.33921944],0.0,[0.03939893],0.1537282646157807,[0.],[2.],0.8333333333333334,[300.],[5],[3],[0.58988696],[1.01309027e-12],821695405.0,0.0261907973949979,[1.97130191],[0.64556114],6,behavior,1
17.0,0.0,0.09075185888182866,[0.90747059],['RS'],0.1657617695109696,['L56'],[0.04949036],0.3333333333333333,[2.0525671],0.006364710890217906,[135.],[2.],0.8333333333333334,[1200.],[7],[4],[0.23105971],[0.08152024],821695405.0,0.04569318573061924,[11.02232137],[0.50820771],1,unexplained,0
20.0,0.0,0.17181575500049542,[0.25714902],['RS'],0.4053748438776285,['L56'],[0.02068795],0.0,[3.87269663],0.12962404416945167,[135.],[2.],0.8333333333333334,[200.],[7],[4],[0.64047655],[1.17837532e-09],821695405.0,0.278586475226529,[2.37379534],[0.67303183],5,multisource1,3
26.0,0.0,0.12057725094168825,[0.08601176],['FS'],0.17329023168757712,['L56'],[0.05660452],0.6666666666666666,[0.02067449],0.036473543487580494,[0.],[2.],0.8333333333333334,[1500.],[2],[4],[0.23437265],[0.00317983],821695405.0,0.01945349142185242,[11.86515208],[0.17855946],6,behavior,1
28.0,0.0,0.30029191344704637,[0.18869412],['FS'],0.4265190164843492,['L56'],[0.0090503],0.0,[0.53509299],0.0705427441542225,[90.],[2.],0.8333333333333334,[1600.],[6],[7],[0.13583184],[0.01163921],821695405.0,0.20822308343313942,[9.64152433],[0.30217755],7,stimulus+behavior,2
37.0,0.0,0.3604120629202133,[0.17585882],['FS'],0.43559818612178436,['L56'],[0.1735787],0.0,[0.39686101],0.2610656438137677,[0.],[2.],0.8333333333333334,[800.],[3],[6],[-0.6027027],[0.00624418],821695405.0,0.09502079445596263,[14.57199338],[0.26097152],8,stimulus+population,2
43.0,0.0,0.13986444363847786,[0.24859216],['RS'],0.20067330599587985,['L56'],[0.06977064],0.0,[0.48549264],0.10677334376267085,[45.],[2.],0.8333333333333334,[1300.],[1],[5],[0.29589559],[2.4541995e-12],821695405.0,0.04940836316297492,[14.50496146],[0.56314908],7,stimulus+behavior,2
45.0,0.0,0.03454841869949945,[0.16730196],['RS'],0.24691588375936863,['L56'],[0.03751322],0.0,[0.032356],0.009548160813480377,[45.],[2.],0.8333333333333334,[800.],[3],[6],[-0.03149354],[0.56497494],821695405.0,0.20429534963606627,[5.77561467],[0.59061977],9,stimulus1,1
47.0,0.0,0.06906693641830719,[0.06889804],['FS'],0.41494150236174043,['L56'],[0.09942119],0.3333333333333333,[0.71934556],0.01851476984518017,[0.],[2.],0.8333333333333334,[500.],[5],[3],[0.26705298],[3.29911198e-07],821695405.0,0.30255022863708325,[58.17112057],[0.27470687],10,stimulus2,1
48.0,0.0,0.02643440920856015,[1.04438039],['RS'],0.17545547566083206,['L56'],[0.08284052],0.3333333333333333,[1.04724529],0.05930805713848906,[135.],[2.],0.8333333333333334,[1000.],[5],[4],[0.47810191],[7.60800209e-09],821695405.0,0.1500972692971805,[9.83205197],[0.54941374],11,stimulus1,1
50.0,0.0,0.05906007305498144,[1.06577255],['FS'],0.43225151454010247,['L56'],[0.04911264],0.0,[0.44782136],0.06355023281904364,[45.],[2.],0.8333333333333334,[2500.],[5],[3],[0.46881252],[0.00448184],821695405.0,0.2513928773219579,[29.49384101],[0.30217755],10,stimulus2,1
61.0,0.0,0.06580480055538593,[nan],['RS'],0.14053664472624994,['L56'],[0.06589113],0.3333333333333333,[1.08952946],0.01303972978336232,[0.],[2.],0.8333333333333334,[1000.],[4],[3],[0.29784126],[0.00022323],821695405.0,0.06887583425418542,[3.47780896],[0.74170854],1,unexplained,0
64.0,0.0,0.06156632031362534,[0.11596078],['RS'],0.20987915343154304,['L56'],[0.35024191],0.3333333333333333,[0.2025265],0.0849331417911211,[90.],[2.],0.8333333333333334,[700.],[2],[3],[0.11070148],[0.32640603],821695405.0,0.15872613210067452,[4.02272005],[0.57688442],11,stimulus1,1
65.0,0.0,0.25148034960444354,[0.24003529],['RS'],0.3202376962780782,['L56'],[0.01680714],0.0,[0.8442756],0.06013772787501579,[45.],[2.],0.8333333333333334,[1700.],[5],[3],[0.33031941],[1.00811479e-06],821695405.0,0.10706508170757115,[10.69259682],[0.61809045],7,stimulus+behavior,2
67.0,0.0,0.012659965333703616,[0.24003529],['RS'],0.24024284688634653,['L56'],[0.50828567],0.3333333333333333,[1.98013818],0.13453550347358686,[45.],[2.],0.8333333333333334,[1300.],[2],[3],[0.21216707],[0.05387536],821695405.0,0.24457355322634702,[2.19313125],[0.52194305],8,stimulus+population,2
68.0,0.0,0.0467239213164433,[0.13307451],['RS'],0.23421757112229144,['L56'],[0.15183191],0.0,[0.34827042],0.13259252680481137,[45.],[2.],0.8333333333333334,[800.],[6],[7],[0.40625],[0.2569876],821695405.0,0.18897606289716026,[17.73547701],[0.59061977],8,stimulus+population,2
69.0,0.0,0.03098915775036708,[0.5138549],['RS'],0.3266187407079486,['L56'],[0.119471],0.3333333333333333,[0.89978397],0.15114028963919932,[0.],[2.],0.8333333333333334,[400.],[5],[3],[-0.03826158],[0.75478513],821695405.0,0.316740396879227,[3.43714696],[0.59061977],8,stimulus+population,2
74.0,0.0,0.03423766153231385,[nan],['RS'],0.19756112591974234,['L56'],[0.08926146],0.3333333333333333,[4.24326557],0.19332220915847337,[45.],[2.],0.8333333333333334,[600.],[5],[3],[0.34391534],[0.48839367],821695405.0,0.17738159824793243,[7.33536479],[0.65929648],8,stimulus+population,2
76.0,0.0,0.07946263045839681,[0.009],['RS'],0.18114952465568163,['L56'],[0.00905927],0.3333333333333333,[0.16764363],0.053350385152112545,[0.],[2.],0.8333333333333334,[1000.],[6],[5],[0.15818765],[0.03957988],821695405.0,0.07368479786290975,[6.11459889],[0.54941374],1,unexplained,0
77.0,0.0,0.10213722639787344,[0.16730196],['RS'],0.5242227453428493,['L56'],[0.48649649],0.3333333333333333,[0.32908516],0.07799962483464555,[0.],[2.],0.8333333333333334,[300.],[5],[3],[0.05422554],[0.30152352],821695405.0,0.5283950746750529,[2.25231258],[0.70050251],7,stimulus+behavior,2
80.0,0.0,0.10589270209642077,[0.12879608],['FS'],0.17787756258081164,['L56'],[0.03553008],0.0,[4.25049295],0.04796675137646496,[135.],[2.],0.8333333333333334,[800.],[7],[4],[-0.06950522],[0.22301195],821695405.0,0.07804820851419306,[13.79840885],[0.39832496],6,behavior,1
81.0,0.0,0.010702631841039567,[1.03582353],['RS'],0.11875375420598515,['L56'],[0.19584927],0.3333333333333333,[0.46291009],0.021712190166307634,[45.],[2.],0.8333333333333334,[700.],[4],[5],[0.26852317],[0.0379659],821695405.0,0.11694873827955525,[1.43232909],[0.76917923],9,stimulus1,1
84.0,0.0,0.010367812306120893,[0.10312549],['RS'],0.17727859028873166,['L56'],[0.05673825],0.0,[0.13779952],0.20735759617782562,[0.],[2.],0.8333333333333334,[1500.],[5],[3],[0.13637259],[0.00349549],821695405.0,0.14941095528510115,[6.1274819],[0.75544389],8,stimulus+population,2
87.0,0.0,0.03882507927380063,[0.38978039],['FS'],0.16086907857479943,['L56'],[0.59446006],0.0,[0.08319265],0.007606525197268255,[0.],[2.],0.8333333333333334,[500.],[5],[3],[0.48982817],[0.03326155],821695405.0,0.09890022807108094,[19.41862221],[0.30217755],2,unexplained,0
89.0,0.0,0.025534233537837327,[0.06461961],['RS'],0.5139985914133592,['L56'],[0.38767833],0.3333333333333333,[1.25940947],0.0,[0.],[2.],0.8333333333333334,[700.],[6],[1],[-0.19791667],[0.07348756],821695405.0,0.5061330254920765,[2.42089885],[0.71423786],4,stimulus2,1
106.0,0.0,0.018082227019105647,[0.11596078],['FS'],0.3701962513387645,['L23'],[0.03683648],0.3333333333333333,[0.66247438],0.0,[90.],[2.],0.8333333333333334,[400.],[5],[5],[0.30107527],[0.09407366],821695405.0,0.3341489928919506,[39.92706659],[0.28844221],10,stimulus2,1
108.0,0.0,0.04681530241936642,[0.35983137],['RS'],0.7646068046685409,['L23'],[0.0698025],0.0,[0.09636202],0.0,[90.],[2.],0.8333333333333334,[400.],[7],[3],[0.6010126],[5.93623492e-07],821695405.0,0.7479099295979794,[1.76849515],[0.65929648],4,stimulus2,1
3.0,0.0,0.5739075964571162,[0.36838824],['FS'],0.6051645887858084,['nan'],[0.00920369],0.0,[0.96786976],0.33225919041259083,[45.],[2.],0.0,[500.],[2],[6],[0.72930867],[3.05231907e-13],829720705.0,0.033695498600304276,[19.8032711],[0.19229481],8,stimulus+population,2
